MUTATION_PROB;CROSSOVER_PROB;POPULATION_SIZE;IS_CROSSOVER_POINT_RANDOM;CHROMOSOME_LENGTH;SR;AVG_END_FIT;AVG_SOLUTION_FOUND
0,005000;0,700000;200;TRUE;300;1,000000;300,000000;6794,500000
0,005000;0,700000;200;TRUE;310;1,000000;310,000000;7248,700000
0,005000;0,700000;300;TRUE;300;1,000000;300,000000;8361,200000
0,005000;0,700000;300;TRUE;310;1,000000;310,000000;8448,500000
0,005000;0,700000;400;TRUE;300;1,000000;300,000000;9595,700000
0,005000;0,700000;400;TRUE;310;1,000000;310,000000;10160,200000
0,005000;0,700000;500;TRUE;300;1,000000;300,000000;10657,700000
0,005000;0,700000;500;TRUE;310;1,000000;310,000000;11266,800000
0,005000;0,700000;600;TRUE;300;1,000000;300,000000;11854,800000
0,005000;0,700000;600;TRUE;310;1,000000;310,000000;12110,800000
