MUTATION_PROB;CROSSOVER_PROB;POPULATION_SIZE;IS_CROSSOVER_POINT_RANDOM;CHROMOSOME_LENGTH;SR;AVG_END_FIT;AVG_SOLUTION_FOUND
0,000500;0,600000;50;TRUE;180;1,000000;180,000000;6061,600000
0,000500;0,600000;50;TRUE;190;1,000000;190,000000;6518,600000
0,000500;0,600000;50;TRUE;200;1,000000;200,000000;6687,400000
0,000500;0,600000;50;TRUE;230;1,000000;230,000000;6393,600000
0,000500;0,600000;50;TRUE;270;1,000000;270,000000;7099,800000
0,000500;0,600000;50;TRUE;280;1,000000;280,000000;6771,400000
0,000500;0,600000;50;TRUE;260;1,000000;260,000000;6966,600000
0,000500;0,600000;50;TRUE;300;1,000000;300,000000;7696,400000
0,000500;0,600000;50;TRUE;290;1,000000;290,000000;7592,800000
0,000500;0,600000;50;TRUE;350;1,000000;350,000000;7330,800000
0,000500;0,600000;50;TRUE;320;1,000000;320,000000;7660,400000
0,000500;0,600000;50;TRUE;310;1,000000;310,000000;8454,800000
0,000500;0,600000;50;TRUE;220;1,000000;220,000000;5787,400000
0,000500;0,600000;50;TRUE;210;1,000000;210,000000;6559,600000
0,000500;0,600000;50;TRUE;360;1,000000;360,000000;8113,000000
0,000500;0,600000;50;TRUE;250;1,000000;250,000000;6830,600000
0,000500;0,600000;50;TRUE;370;1,000000;370,000000;9079,000000
0,000500;0,600000;50;TRUE;390;1,000000;390,000000;8651,400000
0,000500;0,600000;50;TRUE;410;1,000000;410,000000;9212,400000
0,000500;0,600000;50;TRUE;420;1,000000;420,000000;9336,000000
0,000500;0,600000;50;TRUE;330;1,000000;330,000000;8402,800000
0,000500;0,600000;50;TRUE;240;1,000000;240,000000;7611,600000
0,000500;0,600000;50;TRUE;440;1,000000;440,000000;9591,600000
0,000500;0,600000;50;TRUE;470;1,000000;470,000000;9485,600000
0,000500;0,600000;50;TRUE;460;1,000000;460,000000;9904,800000
0,000500;0,600000;50;TRUE;430;1,000000;430,000000;10400,200000
0,000500;0,600000;50;TRUE;450;1,000000;450,000000;10318,800000
0,000500;0,600000;50;TRUE;380;1,000000;380,000000;8299,400000
0,000500;0,600000;50;TRUE;340;1,000000;340,000000;8654,600000
0,000500;0,600000;50;TRUE;480;1,000000;480,000000;10051,800000
0,000500;0,600000;50;TRUE;490;1,000000;490,000000;10990,800000
0,000500;0,600000;50;TRUE;400;1,000000;400,000000;9885,000000
0,000500;0,600000;50;TRUE;500;1,000000;500,000000;10606,400000
