MUTATION_PROB;CROSSOVER_PROB;POPULATION_SIZE;IS_CROSSOVER_POINT_RANDOM;CHROMOSOME_LENGTH;SR;AVG_END_FIT;AVG_SOLUTION_FOUND
0,010000;0,700000;10;TRUE;40;1,000000;40,000000;245,700000
0,010000;0,700000;10;FALSE;40;1,000000;40,000000;263,100000
0,010000;0,700000;50;TRUE;40;1,000000;40,000000;369,200000
0,010000;0,700000;50;FALSE;40;1,000000;40,000000;407,300000
0,010000;0,700000;100;TRUE;40;1,000000;40,000000;542,800000
0,010000;0,700000;100;FALSE;40;1,000000;40,000000;574,000000
0,010000;0,900000;10;TRUE;40;1,000000;40,000000;279,400000
0,010000;0,900000;10;FALSE;40;1,000000;40,000000;228,100000
0,010000;0,900000;50;TRUE;40;1,000000;40,000000;377,900000
0,010000;0,900000;50;FALSE;40;1,000000;40,000000;417,300000
0,010000;0,900000;100;TRUE;40;1,000000;40,000000;461,100000
0,010000;0,900000;100;FALSE;40;1,000000;40,000000;505,200000
0,010000;1,000000;10;TRUE;40;1,000000;40,000000;236,600000
0,010000;1,000000;10;FALSE;40;1,000000;40,000000;227,700000
0,010000;1,000000;50;TRUE;40;1,000000;40,000000;350,300000
0,010000;1,000000;50;FALSE;40;1,000000;40,000000;353,100000
0,010000;1,000000;100;TRUE;40;1,000000;40,000000;508,900000
0,010000;1,000000;100;FALSE;40;1,000000;40,000000;501,100000
0,050000;0,700000;10;TRUE;40;1,000000;40,000000;223,800000
0,050000;0,700000;10;FALSE;40;1,000000;40,000000;227,400000
0,050000;0,700000;50;TRUE;40;1,000000;40,000000;426,200000
0,050000;0,700000;50;FALSE;40;1,000000;40,000000;416,500000
0,050000;0,700000;100;TRUE;40;1,000000;40,000000;527,200000
0,050000;0,700000;100;FALSE;40;1,000000;40,000000;509,700000
0,050000;0,900000;10;TRUE;40;1,000000;40,000000;215,000000
0,050000;0,900000;10;FALSE;40;1,000000;40,000000;200,600000
0,050000;0,900000;50;TRUE;40;1,000000;40,000000;396,500000
0,050000;0,900000;50;FALSE;40;1,000000;40,000000;314,600000
0,050000;0,900000;100;TRUE;40;1,000000;40,000000;433,400000
0,050000;0,900000;100;FALSE;40;1,000000;40,000000;452,400000
0,050000;1,000000;10;TRUE;40;1,000000;40,000000;201,500000
0,050000;1,000000;10;FALSE;40;1,000000;40,000000;198,900000
0,050000;1,000000;50;TRUE;40;1,000000;40,000000;363,600000
0,050000;1,000000;50;FALSE;40;1,000000;40,000000;295,800000
0,050000;1,000000;100;TRUE;40;1,000000;40,000000;467,800000
0,050000;1,000000;100;FALSE;40;1,000000;40,000000;575,500000
0,100000;0,700000;10;TRUE;40;1,000000;40,000000;771,000000
0,100000;0,700000;10;FALSE;40;1,000000;40,000000;650,400000
0,100000;0,700000;50;TRUE;40;1,000000;40,000000;673,800000
0,100000;0,700000;50;FALSE;40;1,000000;40,000000;880,100000
0,100000;0,700000;100;TRUE;40;1,000000;40,000000;879,800000
0,100000;0,700000;100;FALSE;40;1,000000;40,000000;714,000000
0,100000;0,900000;10;TRUE;40;1,000000;40,000000;781,700000
0,100000;0,900000;10;FALSE;40;1,000000;40,000000;724,200000
0,100000;0,900000;50;TRUE;40;1,000000;40,000000;652,000000
0,100000;0,900000;50;FALSE;40;1,000000;40,000000;828,100000
0,100000;0,900000;100;TRUE;40;1,000000;40,000000;811,400000
0,100000;0,900000;100;FALSE;40;1,000000;40,000000;830,300000
0,100000;1,000000;10;TRUE;40;1,000000;40,000000;528,600000
0,100000;1,000000;10;FALSE;40;1,000000;40,000000;758,200000
0,100000;1,000000;50;TRUE;40;1,000000;40,000000;742,700000
0,100000;1,000000;50;FALSE;40;1,000000;40,000000;769,600000
0,100000;1,000000;100;TRUE;40;1,000000;40,000000;775,700000
0,100000;1,000000;100;FALSE;40;1,000000;40,000000;752,000000
0,010000;0,700000;10;TRUE;50;1,000000;50,000000;319,800000
0,010000;0,700000;10;FALSE;50;1,000000;50,000000;308,800000
0,010000;0,700000;50;TRUE;50;1,000000;50,000000;465,000000
0,010000;0,700000;50;FALSE;50;1,000000;50,000000;495,200000
0,010000;0,700000;100;TRUE;50;1,000000;50,000000;621,700000
0,010000;0,700000;100;FALSE;50;1,000000;50,000000;651,900000
0,010000;0,900000;10;TRUE;50;1,000000;50,000000;255,800000
0,010000;0,900000;10;FALSE;50;1,000000;50,000000;251,500000
0,010000;0,900000;50;TRUE;50;1,000000;50,000000;463,700000
0,010000;0,900000;50;FALSE;50;1,000000;50,000000;503,500000
0,010000;0,900000;100;TRUE;50;1,000000;50,000000;677,600000
0,010000;0,900000;100;FALSE;50;1,000000;50,000000;680,300000
0,010000;1,000000;10;TRUE;50;1,000000;50,000000;261,300000
0,010000;1,000000;10;FALSE;50;1,000000;50,000000;255,100000
0,010000;1,000000;50;TRUE;50;1,000000;50,000000;456,100000
0,010000;1,000000;50;FALSE;50;1,000000;50,000000;476,600000
0,010000;1,000000;100;TRUE;50;1,000000;50,000000;655,800000
0,010000;1,000000;100;FALSE;50;1,000000;50,000000;666,600000
0,050000;0,700000;10;TRUE;50;1,000000;50,000000;404,100000
0,050000;0,700000;10;FALSE;50;1,000000;50,000000;376,800000
0,050000;0,700000;50;TRUE;50;1,000000;50,000000;637,000000
0,050000;0,700000;50;FALSE;50;1,000000;50,000000;559,800000
0,050000;0,700000;100;TRUE;50;1,000000;50,000000;717,800000
0,050000;0,700000;100;FALSE;50;1,000000;50,000000;708,600000
0,050000;0,900000;10;TRUE;50;1,000000;50,000000;355,400000
0,050000;0,900000;10;FALSE;50;1,000000;50,000000;359,800000
0,050000;0,900000;50;TRUE;50;1,000000;50,000000;512,900000
0,050000;0,900000;50;FALSE;50;1,000000;50,000000;523,200000
0,050000;0,900000;100;TRUE;50;1,000000;50,000000;696,300000
0,050000;0,900000;100;FALSE;50;1,000000;50,000000;632,000000
0,050000;1,000000;10;TRUE;50;1,000000;50,000000;343,600000
0,050000;1,000000;10;FALSE;50;1,000000;50,000000;338,500000
0,050000;1,000000;50;TRUE;50;1,000000;50,000000;530,900000
0,050000;1,000000;50;FALSE;50;1,000000;50,000000;574,600000
0,050000;1,000000;100;TRUE;50;1,000000;50,000000;724,800000
0,050000;1,000000;100;FALSE;50;1,000000;50,000000;637,400000
0,100000;0,700000;10;TRUE;50;1,000000;50,000000;1720,900000
0,100000;0,700000;10;FALSE;50;1,000000;50,000000;1458,700000
0,100000;0,700000;50;TRUE;50;1,000000;50,000000;1351,700000
0,100000;0,700000;50;FALSE;50;1,000000;50,000000;2027,900000
0,100000;0,700000;100;TRUE;50;1,000000;50,000000;2123,900000
0,100000;0,700000;100;FALSE;50;1,000000;50,000000;2295,000000
0,100000;0,900000;10;TRUE;50;1,000000;50,000000;2417,200000
0,100000;0,900000;10;FALSE;50;1,000000;50,000000;1667,500000
0,100000;0,900000;50;TRUE;50;1,000000;50,000000;1760,400000
0,100000;0,900000;50;FALSE;50;1,000000;50,000000;1786,800000
0,100000;0,900000;100;TRUE;50;1,000000;50,000000;1884,200000
0,100000;0,900000;100;FALSE;50;1,000000;50,000000;2566,100000
0,100000;1,000000;10;TRUE;50;1,000000;50,000000;2005,400000
0,100000;1,000000;10;FALSE;50;1,000000;50,000000;2541,000000
0,100000;1,000000;50;TRUE;50;1,000000;50,000000;1470,900000
0,100000;1,000000;50;FALSE;50;1,000000;50,000000;1591,400000
0,100000;1,000000;100;TRUE;50;1,000000;50,000000;1983,600000
0,100000;1,000000;100;FALSE;50;1,000000;50,000000;1500,100000
0,010000;0,700000;10;TRUE;60;1,000000;60,000000;326,700000
0,010000;0,700000;10;FALSE;60;1,000000;60,000000;314,000000
0,010000;0,700000;50;TRUE;60;1,000000;60,000000;541,400000
0,010000;0,700000;50;FALSE;60;1,000000;60,000000;632,300000
0,010000;0,700000;100;TRUE;60;1,000000;60,000000;784,600000
0,010000;0,700000;100;FALSE;60;1,000000;60,000000;864,400000
0,010000;0,900000;10;TRUE;60;1,000000;60,000000;327,900000
0,010000;0,900000;10;FALSE;60;1,000000;60,000000;377,600000
0,010000;0,900000;50;TRUE;60;1,000000;60,000000;561,400000
0,010000;0,900000;50;FALSE;60;1,000000;60,000000;550,000000
0,010000;0,900000;100;TRUE;60;1,000000;60,000000;790,600000
0,010000;0,900000;100;FALSE;60;1,000000;60,000000;806,200000
0,010000;1,000000;10;TRUE;60;1,000000;60,000000;323,100000
0,010000;1,000000;10;FALSE;60;1,000000;60,000000;355,100000
0,010000;1,000000;50;TRUE;60;1,000000;60,000000;558,100000
0,010000;1,000000;50;FALSE;60;1,000000;60,000000;614,500000
0,010000;1,000000;100;TRUE;60;1,000000;60,000000;724,100000
0,010000;1,000000;100;FALSE;60;1,000000;60,000000;763,900000
0,050000;0,700000;10;TRUE;60;1,000000;60,000000;582,500000
0,050000;0,700000;10;FALSE;60;1,000000;60,000000;657,400000
0,050000;0,700000;50;TRUE;60;1,000000;60,000000;828,500000
