MUTATION_PROB;CROSSOVER_PROB;POPULATION_SIZE;IS_CROSSOVER_POINT_RANDOM;CHROMOSOME_LENGTH;SR;AVG_END_FIT;AVG_SOLUTION_FOUND
0,000500;0,600000;50;TRUE;180;1,000000;180,000000;4481,000000
0,000500;0,600000;50;TRUE;200;1,000000;200,000000;6239,000000
0,000500;0,600000;50;TRUE;230;1,000000;230,000000;6885,000000
0,000500;0,600000;50;TRUE;190;1,000000;190,000000;8045,000000
0,000500;0,600000;50;TRUE;260;1,000000;260,000000;7371,000000
0,000500;0,600000;50;TRUE;280;1,000000;280,000000;6992,000000
0,000500;0,600000;50;TRUE;300;1,000000;300,000000;7175,000000
0,000500;0,600000;50;TRUE;290;1,000000;290,000000;7685,000000
0,000500;0,600000;50;TRUE;310;1,000000;310,000000;8195,000000
0,000500;0,600000;50;TRUE;220;1,000000;220,000000;5325,000000
0,000500;0,600000;50;TRUE;210;1,000000;210,000000;6381,000000
0,000500;0,600000;50;TRUE;420;1,000000;420,000000;8489,000000
0,000500;0,600000;50;TRUE;370;1,000000;370,000000;8854,000000
0,000500;0,600000;50;TRUE;350;1,000000;350,000000;8835,000000
0,000500;0,600000;50;TRUE;320;1,000000;320,000000;9247,000000
0,000500;0,600000;50;TRUE;360;1,000000;360,000000;8798,000000
0,000500;0,600000;50;TRUE;330;1,000000;330,000000;7882,000000
0,000500;0,600000;50;TRUE;270;1,000000;270,000000;13293,000000
0,000500;0,600000;50;TRUE;240;1,000000;240,000000;4134,000000
0,000500;0,600000;50;TRUE;390;1,000000;390,000000;9064,000000
0,000500;0,600000;50;TRUE;450;1,000000;450,000000;8232,000000
0,000500;0,600000;50;TRUE;440;1,000000;440,000000;8578,000000
0,000500;0,600000;50;TRUE;410;1,000000;410,000000;10625,000000
0,000500;0,600000;50;TRUE;250;1,000000;250,000000;8310,000000
0,000500;0,600000;50;TRUE;430;1,000000;430,000000;8948,000000
0,000500;0,600000;50;TRUE;490;1,000000;490,000000;8392,000000
0,000500;0,600000;50;TRUE;470;1,000000;470,000000;9884,000000
0,000500;0,600000;50;TRUE;380;1,000000;380,000000;7595,000000
0,000500;0,600000;50;TRUE;480;1,000000;480,000000;10871,000000
0,000500;0,600000;50;TRUE;340;1,000000;340,000000;7730,000000
0,000500;0,600000;50;TRUE;400;1,000000;400,000000;9515,000000
0,000500;0,600000;50;TRUE;500;1,000000;500,000000;9731,000000
0,000500;0,600000;50;TRUE;460;1,000000;460,000000;13901,000000
