MUTATION_PROB;CROSSOVER_PROB;POPULATION_SIZE;IS_CROSSOVER_POINT_RANDOM;CHROMOSOME_LENGTH;SR;AVG_END_FIT;AVG_SOLUTION_FOUND
0,050000;0,700000;50;FALSE;180;1,000000;180,000000;303650,500000
0,050000;0,700000;80;TRUE;180;1,000000;180,000000;186612,300000
0,050000;0,700000;80;FALSE;180;1,000000;180,000000;255123,100000
0,050000;0,700000;100;TRUE;180;0,900000;179,800000;219026,700000
0,050000;0,700000;100;FALSE;180;1,000000;180,000000;217913,700000
0,050000;0,800000;40;TRUE;180;1,000000;180,000000;263772,200000
0,050000;0,800000;40;FALSE;180;0,800000;179,400000;197433,300000
0,050000;0,800000;50;TRUE;180;1,000000;180,000000;190100,300000
0,050000;0,800000;50;FALSE;180;0,900000;179,800000;196494,600000
0,050000;0,800000;80;TRUE;180;1,000000;180,000000;261869,800000
0,050000;0,800000;80;FALSE;180;1,000000;180,000000;265761,600000
0,050000;0,800000;100;TRUE;180;1,000000;180,000000;228508,000000
0,050000;0,800000;100;FALSE;180;0,800000;179,400000;268001,300000
0,050000;0,900000;40;TRUE;180;1,000000;180,000000;266939,200000
0,050000;0,900000;40;FALSE;180;0,900000;179,800000;203552,800000
0,050000;0,900000;50;TRUE;180;1,000000;180,000000;218841,500000
0,050000;0,900000;50;FALSE;180;1,000000;180,000000;266422,700000
0,050000;0,900000;80;TRUE;180;1,000000;180,000000;226556,200000
0,050000;0,900000;80;FALSE;180;1,000000;180,000000;319958,200000
0,050000;0,900000;100;TRUE;180;1,000000;180,000000;225588,900000
0,050000;0,900000;100;FALSE;180;0,900000;179,800000;200282,500000
0,060000;0,700000;40;TRUE;180;0,400000;178,300000;162671,900000
0,060000;0,700000;40;FALSE;180;0,600000;178,600000;316466,800000
0,060000;0,700000;50;TRUE;180;0,400000;178,000000;186832,300000
0,060000;0,700000;50;FALSE;180;0,200000;177,600000;91151,200000
0,060000;0,700000;80;TRUE;180;0,400000;178,300000;241617,700000
0,060000;0,700000;80;FALSE;180;0,500000;178,900000;282294,200000
0,060000;0,700000;100;TRUE;180;0,700000;179,300000;351036,700000
0,060000;0,700000;100;FALSE;180;0,200000;177,200000;93212,400000
0,060000;0,800000;40;TRUE;180;0,300000;178,200000;164486,100000
0,060000;0,800000;40;FALSE;180;0,400000;178,100000;298539,800000
0,060000;0,800000;50;TRUE;180;0,300000;177,800000;154754,400000
0,060000;0,800000;50;FALSE;180;0,400000;178,000000;263279,900000
0,060000;0,800000;80;TRUE;180;0,200000;177,900000;129853,100000
0,060000;0,800000;80;FALSE;180;0,300000;177,600000;198173,300000
0,060000;0,800000;100;TRUE;180;0,300000;177,900000;174729,100000
0,060000;0,800000;100;FALSE;180;0,200000;177,200000;125100,600000
0,060000;0,900000;40;TRUE;180;0,500000;178,600000;330014,900000
0,060000;0,900000;40;FALSE;180;0,300000;178,000000;148258,700000
0,060000;0,900000;50;TRUE;180;0,300000;178,000000;221599,500000
0,060000;0,900000;50;FALSE;180;0,100000;176,800000;103895,100000
0,060000;0,900000;80;TRUE;180;0,300000;177,700000;167069,600000
0,060000;0,900000;80;FALSE;180;0,300000;177,800000;181165,400000
0,060000;0,900000;100;TRUE;180;0,400000;178,200000;208971,300000
0,060000;0,900000;100;FALSE;180;0,200000;176,900000;76059,800000
0,070000;0,700000;40;TRUE;180;0,000000;174,500000;0,000000
